entreprises,nb_etoiles,commentaires,dates_comment,Sentiment,pas,aucune,remboursement,bien,rapide,qualité,jours,recommande,parfait,bémol,réveil,déchiré,médiocre,toujours,déçus,top,disant,récupéré,meuble,assemblage,conforme,similaire,jamais,confortable,écrase,faut,maintient,compenser,catastrophique,arrivait,chers,cher,non,auparavant,tiroirs,promettez,véritable,déçue,réglables,table,aime,couturesconvenaient,convenaient,semaines,merci,fond,larronde,tiendra,local,insatisfait,réalistes,ressentons,louange,attends,express,dommage,sommaire,ressors,tissus,invérifiables,dérouler,différents,lenteur,débitée,commande,peine,pendant,très,mois,car,peu,nouvelle,mauvaise,donc,bois,rembourser,attentes,service client,livraison rapide,très bien,très bon,bonne qualité,qualité prix,rapport qualité,très bonne,très satisfaite,produit conforme,conforme description,délai livraison,bon rapport,très satisfait,très confortable,conforme attentes,très rapide,rapport qualité prix,bon rapport qualité,très bonne qualité,livraison très rapide,très bon matelas,service après vente,matelas très confortable,très bon produit,très bon rapport,ivraison rapide produit,plus mal dos,produit conforme attente,livraison rapide matelas,matelas conforme description,matelas très bonne,excellent rapport qualité,jours plus tard,service client très,bon rapport qualité prix,très bon rapport qualité,matelas très bonne qualité,excellent rapport qualité prix,rapport qualité prix livraison,livraison rapide produit conforme,tout très bien passé,impossible joindre service client,qualité prix livraison rapide,livraison très rapide matelas,rapport qualité prix recommande,produit très bien emballé,délai livraison peu long
mello-matelas.fr,5,Ce matelas est moelleux et donne un confort douillet. Depuis que j’utilise ce matelas je bouge beaucoup moins durant la nuit de ce fait j’ai un meilleur sommeil. J’attend de voir sa résistance après un nettoyage.,19 mars 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,3,Commande d un Surmatelas bon rapport qualité prix délai de livraison annoncer respecter mais hélas la livraison par la société DPD n a été respecté et le produit a ce jour non livré rectifications le produit a été déposé  dans un relais  colis au lieu  de la livraison  à domicile Dommage de proposer des produits à des prix compétitif gâcher par la livraison de la société DPD,28 mars 2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,J ai des problèmes articulaires et avec ce surmatelas mes douleurs ont presque disparu.  Très contente,21 mars 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"Produits commandés (surmatelas, draps housse et protège matelas) de très bonne qualité pour un prix très convenable. Livraison effectuée rapidement avec des emballages valorisants.",11 mars 2023,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"Matelas livré en quelques jours. Seul inconvénient, je n'ai pas pu choisir l'heure du RV comme indiqué sur le site de MELLO. J'ai eu des contacts par mail avec l'entreprise : ils ont été très réactifs et attentifs.Le matelas est de très bonne qualité, bien adapté pour mes problèmes de dos. Je dors beaucoup mieux ! De plus il est fabriqué en France, et d'un bon rapport qualité prix !",25 janvier 2023,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,4,"J’ai des problèmes de dos et ce surmatelas correspond à mes attentes, un vrai confort douillet.",18 mars 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"Achat d’un sur matelas Duo 8 cm. Il est effectivement confortable et la housse complète est très pratique. J’ai moins de douleurs articulaires au réveil (du fait d’un matelas trop dur auparavant). Mon mari trouve juste que le surmatelas tient un peu chaud.. La livraison a été décalée d’un jour, mais a été ponctuelle et à chaque fois nous avons été clairement informés par DPD. J’aurais aimé que Mello fasse aussi des oreillers. Je les ai achetés sur un site concurrent très connu, ils ne sont toujours pas arrivés et les avis que je viens de voir sur ce site ne me rassurent pas du tout…En tout cas, bonne expérience avec Mello chez qui nous achèterons probablement notre prochaine literie.",17 mars 2023,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,4,"Livraison rapide. La 1ère nuit j'ai eu du mal avec l'odeur donc le 2ème jour j'ai mis un coup de Febreze et j'ai laissé sécher. Le surmatelas est plus petit que mon lit dans sa longueur ce qui est étrange mais pas dérangeant, juste étonnant que ce ne soit pas au format. J'ai moins mal au dos lorsque je me lève le matin grâce au surmatelas.",21 janvier 2023,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"La livraison était conforme aux photos, il s'agit d'un plaid en fausse fourrure d'une belle qualité. Je suis très satisfaite de ma commande.",30 mars 2023,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,Surmatelas L'original en 7 cm acheté pour améliorer un matelas trop ferme. Accueil maintenant très moelleux et vraiment confortable. Achat très satisfaisant qui a contribué à réduire des douleurs articulaires. Livraison rapide et colis bien protégé. Que du positif !,25 janvier 2023,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,3,"Livraison rapide quand y a du stock. En revanche qualité des attaches réglables en plastiques du sur matelas à revoir, une est déjà cassé et les sangles du sur matelas ne sont pas positionnées suffisamment espacées pour bien englober le matelas et ainsi éviter que le sur matelas ne bouge.",22 janvier 2023,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,Je dors beaucoup mieux depuis l’arrivée du sur matelas ferme qui a raffermi un très bon matelas devenu très mou.,14 mars 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"Je souffre d'hernie discale et d'autres problèmes douloureux de dos de ce fait je ne pouvais pas dormir en dehors de mon lit avec un matelas à mémoire de forme, maintenant grâce à ce surmatelas à mémoire de forme de 8cm je l'emporte partout et tout va pour le mieux maintenant.Merci.",23 février 2023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,Le surmatelas était bien emballé. Il est très facile à mettre en place et est très confortable. Je le recommande vivement !,08 mars 2023,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,1,"Sur matelas commandé le 23 janvier reçu le 8 mars ! Délais de livraison extrêmement long, ce qui n’est bien évidemment pas annoncé lors de la commande. Après moultes appels et mails, j’ai été « berné » dans tous les sens, toujours une excuse, toujours un problème, toujours un interlocuteur différent. En menaçant de l’annulation et le remboursement de ma commande, J’ai enfin eu quelqu’un qui a tout fait accélérer, et j’ai reçu mon article. (Restructuration au niveau des services en interne, ce qui a expliqué le manque de communication apparemment). J’ai quand même eu une remise de 20€ en dédommagement. Niveau qualitatif, j’ai qu’une nuit de recul, mais pour un matelas neuf trop dur, le sur matelas apporte un effet plus mou et enveloppant.",24 janvier 2023,0,1,0,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,Super confort de sommeil avec le sur matelas duo je ne suis plus réveillée par les mouvements de mon  mari et plus de mal de dos au réveil Délai d’approvisionnement parfait emballage top je recommande vivement,21 janvier 2023,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"Excellente qualité pour ce surmatelas. Au bout de 8 jours,  quand il a bien pris sa forme, il est particulièrement confortable. Un seul bémol : l'entreprise de livraison n'est vraiment pas top: portail escaladé en notre absence et colis déposé devant la porte, impossible de modifier les dates de livraison sur leur site..Dommage !",08 janvier 2023,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,Super sur matelas mon lit est dorénavant un agréable nuage de rêve,27 mars 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,J'ai acheté le matelas Mello Relax. J'avais un matelas ressort avant donc je l'ai trouvé vraiment trop ferme pour moi. Mon conjoint lui l'appréciait déjà. Après un échange avec le SAV ( très sympa) j'ai pu bénéficier d'un super prix sur leur surmatela Duo. Un bon compromis.,29 janvier 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,4,"La qualité est top, belles finitions, confort moelleux. Par contre si vous cherchez à raffermir un matelas trop mou, celui-ci n'est pas suffisant, même si ça améliore pas mal le maintien (on s'enfonce beaucoup moins). J'ai vraiment hésité, car je suis fan de la housse, trop pratique avec ses bonnets enveloppants, mais je vais surement le renvoyer car pas assez ferme. La housse moelleuse est génial mais ça aurait été mieux si on pouvait choisir la densité de la mousse, vu qu'il y a deux parties. Là ce serait le produit parfait.",02 février 2023,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,4,"acheté surmatelas ferme, c'est exactement ce qu'il nous fallait pour améliorer notre literie;",11 mars 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mello-matelas.fr,5,"Depuis longtemps, je dormais mal et me réveillais en ayant mal au dos. Grace au surmatelas duo, je n ai pas eu besoin de changer mon matelas et je n ai plus de soucis de sommeil ni de douleur! Je revis! Merci Mello!",15 janvier 2023,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
